code,name,boards,hist_cur_pe,pe_pct,pe_lo,pe_median,pe_hi,n_points,change_pct,mktcap_yi
688320,禾川科技,机器人概念,177.66,86.3,26.25,72.15,244.97,853,0.26,5774762664.0
688090,瑞松科技,机器人概念,427.1,86.4,32.55,72.28,7799.08,648,3.49,13272257141.0
603738,泰晶科技,机器人概念,249.34,86.5,18.89,58.53,6496.88,709,2.05,16940460899.0
002334,英威腾,机器人概念,51.36,86.5,11.69,26.77,97.0,624,-0.22,7338846152.0
300718,长盛轴承,机器人概念,88.03,87.0,15.15,31.17,139.1,785,-3.68,22160440655.0
300433,蓝思科技,机器人概念,65.44,87.2,10.32,31.81,2349.63,694,-0.4,224188124749.0
002046,国机精工,机器人概念,198.86,87.2,16.63,53.96,437.16,657,0.12,32407375216.0
301363,美好医疗,机器人概念,49.6,87.3,24.16,41.35,77.11,1335,-1.16,14113693976.0
300766,每日互动,机器人概念,722.62,87.7,33.32,95.18,1234.1,619,0.98,9379254226.0
300552,万集科技,机器人概念,256.1,87.7,5.43,70.05,770.98,424,-0.39,5959201812.0
301260,格力博,机器人概念,97.22,87.9,42.68,64.09,111.63,387,0.44,7738521139.0
688698,伟创电气,机器人概念,55.05,87.9,19.77,36.58,91.65,994,-1.89,13740262091.0
600580,卧龙电驱,机器人概念,53.76,88.2,9.44,20.38,153.94,731,-2.74,59297980718.0
003021,兆威机电,机器人概念,120.11,88.5,23.48,74.21,185.12,1007,-2.51,28166488598.0
300296,利亚德,机器人概念,77.85,88.5,9.98,40.43,3457.27,583,-0.56,19173678960.0
000048,京基智农,机器人概念,51.08,88.5,4.18,13.19,2114.97,589,6.99,8361297368.0
002434,万里扬,机器人概念,45.83,88.6,15.25,29.51,82.53,657,0.84,9437594000.0
301042,安联锐视,机器人概念,233.41,88.8,17.9,29.23,632.87,885,1.32,7395579812.0
603915,国茂股份,机器人概念,44.67,89.1,13.83,32.47,65.08,851,-1.33,10886484424.0
300101,振芯科技,机器人概念,584.13,89.4,19.62,174.59,1745.97,644,0.99,9251183853.0
002062,宏润建设,机器人概念,35.87,89.5,9.67,15.38,59.91,731,2.37,9613594808.0
301216,万凯新材,机器人概念,28.16,89.5,8.6,12.9,50.22,987,-0.94,14000194559.0
603012,创力集团,机器人概念,58.4,90.0,7.11,16.8,77.65,731,-5.92,5036235000.0
300252,金信诺,机器人概念,342.73,90.1,30.15,79.58,741.44,513,1.48,11227950969.0
001208,华菱线缆,机器人概念,91.39,90.1,24.64,50.55,161.02,906,0.97,10009334774.0
002664,信质集团,机器人概念,49.62,90.1,15.44,27.39,235.17,695,-1.95,7580274000.0
600184,光电股份,机器人概念,288.61,90.3,59.61,104.77,450.01,658,5.12,15547168846.0
002048,宁波华翔,机器人概念,49.73,90.4,7.87,11.43,681.49,731,-3.35,20915511235.0
301005,超捷股份,机器人概念,1265.53,90.9,26.14,76.27,2179.35,917,-1.93,18007086757.0
002261,拓维信息,机器人概念,569.47,91.0,33.68,117.58,1929.25,401,2.7,35001915874.0
300825,阿尔特,机器人概念,1178.74,91.0,20.74,65.32,1680.28,598,-1.9,7170818170.0
000967,盈峰环境,机器人概念,57.3,91.1,11.14,27.22,116.31,731,-0.29,34062174645.0
000581,威孚高科,机器人概念,16.08,91.1,5.98,9.6,102.11,695,-0.06,17489153186.0
603626,科森科技,机器人概念,104.17,91.2,11.79,37.78,183.99,331,-3.46,12851013620.0
002031,巨轮智能,机器人概念,408.57,91.4,38.04,142.23,523.16,397,-1.9,14779938902.0
301028,鼎熔岩,机器人概念,28.14,91.4,15.85,22.78,36.21,893,-1.11,6525004199.0
688261,东微半导,机器人概念,199.13,91.4,21.18,83.72,284.95,1579,7.13,9378211337.0
688007,光峰科技,机器人概念,231.05,91.6,35.04,79.68,476.17,703,-2.41,5956618630.0
301622,英思特,机器人概念,80.77,91.7,37.67,48.34,90.68,552,2.62,6458565035.0
603776,永安行,机器人概念,120.64,91.9,4.71,10.57,150.91,518,2.03,5502907211.0
688218,江苏北人,机器人概念,652.84,91.9,19.87,63.44,973.12,757,2.17,5384654876.0
600835,上海机电,机器人概念,28.45,92.1,9.46,15.06,34.65,731,-1.36,21538889826.0
002195,岩山科技,机器人概念,495.89,92.4,11.85,38.82,839.29,633,1.12,40998110452.0
600596,新安股份,机器人概念,87.27,92.4,4.35,17.29,120.74,602,7.36,19677124974.0
601138,工业富联,机器人概念,34.41,92.5,7.83,16.44,54.34,731,3.76,1451198468729.0
000591,太阳能,机器人概念,27.55,92.5,9.59,16.61,44.03,731,3.16,20383312887.0
301213,观想科技,机器人概念,286.4,92.7,43.12,92.34,327.44,913,-3.31,5306559905.0
300476,胜宏科技,机器人概念,66.11,92.7,15.54,34.4,106.69,731,6.06,328132193364.0
000970,中科三环,机器人概念,162.96,92.7,17.16,52.01,1611.39,731,5.7,16229939070.0
002979,雷赛智能,机器人概念,71.29,92.8,20.48,44.99,86.68,751,0.0,17228653711.0
300290,荣科科技,机器人概念,889.74,93.0,29.78,113.2,1564.52,503,0.31,6237392548.0
688627,精智达,机器人概念,367.07,93.2,29.68,85.31,430.58,1057,2.31,36122620379.0
300024,机器人,机器人概念,908.91,93.7,42.27,82.95,1266.42,504,-1.19,24595889415.0
002536,飞龙股份,机器人概念,86.91,94.0,11.12,29.44,235.08,731,6.51,23336307053.0
301179,泽宇智能,机器人概念,51.89,94.1,17.16,26.43,79.49,1643,0.19,8387412981.0
603992,松霖科技,机器人概念,54.46,94.2,14.39,25.24,75.71,827,-5.58,13131759545.0
300863,卡倍亿,机器人概念,107.07,94.2,16.3,42.05,155.61,1058,4.33,18640875552.0
300421,力星股份,机器人概念,108.83,94.3,21.22,47.72,192.56,731,-1.87,6315774796.0
300638,广和通,机器人概念,82.17,94.3,13.12,49.63,97.47,836,-2.45,18947531333.0
688328,深科达,机器人概念,160.61,94.4,25.81,40.99,199.45,411,3.78,6197277515.0
300607,拓斯达,机器人概念,139.42,94.5,16.22,44.25,247.0,577,9.21,17981859932.0
688290,景业智能,机器人概念,356.77,94.5,30.77,81.94,419.84,1401,12.5,7102185123.0
688307,中润光学,机器人概念,112.69,94.5,30.13,61.54,172.14,1208,3.1,7859694864.0
300098,高新兴,机器人概念,344.77,94.6,20.55,41.0,390.72,312,-0.39,8949578716.0
601238,广汽集团,机器人概念,98.93,94.6,8.98,19.74,2650.61,649,-1.01,59856776833.0
002139,拓邦股份,机器人概念,58.05,94.7,15.47,25.86,83.31,731,-0.98,12580565029.0
300952,恒辉安防,机器人概念,66.96,94.7,16.88,30.04,86.7,958,-2.17,5325337948.0
002361,神剑股份,机器人概念,587.07,94.9,25.42,44.87,1757.46,722,-4.98,16709684405.0
300571,平治信息,机器人概念,159.92,94.9,16.2,28.01,214.87,490,1.25,6009483623.0
688583,思看科技,机器人概念,141.17,95.1,50.13,67.51,155.23,510,3.67,11151660000.0
000559,万向钱潮,机器人概念,49.37,95.1,14.39,26.62,66.82,731,-2.38,47674854425.0
603344,星德胜,机器人概念,34.79,95.3,17.22,25.96,39.82,811,-0.71,5721156122.0
300660,江苏雷利,机器人概念,74.33,95.5,15.55,27.33,90.6,824,-3.4,19461171102.0
600850,电科数字,机器人概念,43.66,95.5,21.14,32.41,54.51,731,-1.18,13100627752.0
002747,埃斯顿,机器人概念,253.66,95.6,58.94,128.02,459.88,615,9.99,36321475941.0
300420,五洋自控,机器人概念,161.68,95.6,22.96,42.5,1366.68,548,-4.56,6776448215.0
300265,通光线缆,机器人概念,346.61,95.8,20.36,64.08,1241.58,731,1.37,10750154692.0
002681,奋达科技,机器人概念,438.59,95.8,5.99,46.07,517.98,499,-2.44,9332191606.0
600203,福日电子,机器人概念,187.99,96.3,27.06,72.45,205.84,245,-1.49,7074347818.0
301182,凯旺科技,机器人概念,133.0,96.3,32.09,47.18,167.18,616,0.94,7737602275.0
300885,海昌新材,机器人概念,107.2,96.5,26.27,44.86,129.56,1049,-1.39,6521429304.0
603990,麦迪科技,机器人概念,337.07,96.6,24.24,77.95,418.9,505,-0.75,6493193897.0
603960,克来机电,机器人概念,268.59,96.7,37.75,71.18,979.7,675,-1.24,5621522976.0
000988,华工科技,机器人概念,88.07,96.7,19.06,42.84,113.27,731,1.7,152212999786.0
300327,中颖电子,机器人概念,137.93,96.9,24.08,48.45,164.84,731,3.88,9326233099.0
002354,天娱数科,机器人概念,198.53,97.0,6.4,22.51,207.41,297,9.96,13335961709.0
301132,满坤科技,机器人概念,51.43,97.0,19.88,38.84,62.0,1398,1.05,5686511962.0
601868,中国能建,机器人概念,21.8,97.0,10.44,12.9,27.48,858,-2.14,121218102086.0
688173,希荻微,机器人概念,3339.07,97.1,225.18,371.28,3498.59,553,3.78,6386661688.0
688585,上纬新材,机器人概念,1139.43,97.2,20.47,43.86,1347.56,1020,-1.83,66711996194.0
688570,天玛智控,机器人概念,124.27,97.3,15.47,27.48,141.38,1100,-1.67,6893360000.0
002182,宝武镁业,机器人概念,171.13,97.5,5.74,30.96,231.61,722,-0.53,12952797682.0
600590,泰豪科技,机器人概念,140.3,97.5,14.74,46.22,240.35,438,-0.4,10498826623.0
603219,富佳股份,机器人概念,158.57,97.6,18.25,30.44,190.24,1659,-1.55,8578192000.0
600967,内蒙一机,机器人概念,69.47,97.8,14.35,27.75,86.26,671,-0.51,19825907871.0
301312,智立方,机器人概念,217.02,97.8,25.85,60.82,278.28,1428,1.05,14228785033.0
300852,四会富仕,机器人概念,62.34,97.8,10.51,26.28,71.48,1079,1.18,8130397007.0
301550,斯菱智驱,机器人概念,251.99,97.9,18.68,52.6,275.11,998,-4.53,39785775700.0
301328,维峰电子,机器人概念,92.08,98.0,24.23,46.82,107.57,1369,0.34,8496313311.0
301525,儒竞科技,机器人概念,85.96,98.0,18.15,37.25,95.65,1014,0.04,7142230191.0
603728,鸣志电器,机器人概念,416.99,98.1,18.38,42.98,546.86,830,-2.82,27457747875.0
688003,天准科技,机器人概念,189.61,98.1,26.57,63.88,212.72,838,-7.69,19799315745.0
002471,中超控股,机器人概念,1240.06,98.1,9.93,61.8,1365.09,480,-5.8,10443638800.0
002990,盛视科技,机器人概念,200.83,98.1,24.62,44.65,309.1,1103,-0.78,11730975782.0
300053,航宇微,机器人概念,211.18,98.2,44.46,77.24,267.89,381,-2.48,11526301302.0
603667,五洲新春,机器人概念,338.85,98.4,19.05,39.3,400.54,703,-4.18,27383867865.0
300351,永贵电器,机器人概念,360.16,98.4,15.74,44.37,578.25,579,0.43,6327566156.0
000636,风华高科,机器人概念,209.07,98.4,8.3,54.92,401.02,731,9.99,70670366928.0
000090,天健集团,机器人概念,39.29,98.5,4.35,10.13,45.8,731,1.49,6371739930.0
300222,科大智能,机器人概念,122.43,98.6,19.72,57.22,152.5,356,-0.37,10607973219.0
605555,德昌股份,机器人概念,82.39,98.6,14.96,21.9,85.27,846,1.31,7870962590.0
301603,乔锋智能,机器人概念,43.37,98.6,21.43,27.33,44.73,699,3.16,17112899600.0
300137,先河环保,机器人概念,3594.87,98.6,13.37,34.44,3899.62,512,-2.0,9738967112.0
603211,晋拓股份,机器人概念,124.17,98.7,30.02,78.01,134.77,1414,10.01,8542925440.0
600673,东阳光,机器人概念,813.61,98.7,16.04,45.71,1028.94,702,9.35,103829649536.0
001223,欧克科技,机器人概念,189.81,98.7,17.43,37.74,212.46,1274,-0.93,5847195872.0
605018,长华集团,机器人概念,81.32,98.8,21.33,44.27,84.56,1040,10.02,9293200728.0
002931,锋龙股份,机器人概念,799.48,98.9,22.31,47.6,968.14,648,2.45,14685778582.0
603920,世运电路,机器人概念,76.96,98.9,13.69,28.95,91.68,833,2.82,42788771783.0
301196,唯科科技,机器人概念,69.72,98.9,15.64,27.93,84.41,1609,14.13,19962478304.0
300177,中海达,机器人概念,9438.53,98.9,1.02,121.18,9883.64,440,0.29,5119883174.0
002008,大族激光,机器人概念,90.15,99.0,11.8,30.45,111.32,731,1.19,125920496798.0
002009,天奇股份,机器人概念,258.15,99.0,17.25,43.52,305.13,511,-5.64,9010023837.0
002641,公元股份,机器人概念,75.61,99.0,7.21,19.95,81.82,731,2.12,5321976461.0
300687,赛意信息,机器人概念,135.23,99.0,16.44,43.9,158.04,797,-2.42,9883560962.0
300568,星源材质,机器人概念,1155.0,99.0,17.07,50.99,1295.73,696,9.66,23980563587.0
300490,华自科技,机器人概念,168.42,99.1,20.98,72.83,183.45,453,0.43,5617269797.0
300075,数字政通,机器人概念,153.42,99.3,22.04,43.52,169.6,613,1.39,7677168753.0
002892,科力尔,机器人概念,420.97,99.4,24.43,51.93,466.98,805,-1.65,7975126958.0
300709,精研科技,机器人概念,462.81,99.4,19.35,42.92,486.49,699,0.74,8901908419.0
300969,恒帅股份,机器人概念,112.49,99.4,17.43,39.98,120.39,942,-3.56,17900552694.0
300486,东杰智能,机器人概念,529.95,99.4,34.56,51.76,561.14,475,-1.2,12577645953.0
605488,福莱新材,机器人概念,181.47,99.4,15.22,33.13,201.54,927,3.21,11468558344.0
002965,祥鑫科技,机器人概念,189.38,99.5,11.5,34.15,194.23,807,-0.89,9763343408.0
300258,精锻科技,机器人概念,83.95,99.5,14.65,29.18,90.1,731,-3.51,7394997152.0
002436,兴森科技,机器人概念,435.76,99.5,17.43,43.0,468.97,621,1.76,63992709647.0
603015,弘讯科技,机器人概念,193.32,99.6,24.53,63.49,200.04,731,1.58,5194214150.0
603131,上海沪工,机器人概念,2832.13,99.6,22.66,59.45,2895.84,527,-1.66,6185616559.0
301488,豪恩汽电,机器人概念,205.63,99.6,33.18,61.86,205.89,1071,5.57,15663920000.0
688381,帝奥微,机器人概念,9939.87,99.6,1.01,106.1,9947.61,919,3.11,9914850000.0
300455,航天智装,机器人概念,198.3,99.7,35.31,65.47,203.58,673,0.64,15869849065.0
301248,杰创智能,机器人概念,7801.19,99.7,21.75,61.28,8236.38,913,1.99,10972999950.0
603319,XD美湖股,机器人概念,196.46,99.7,11.73,21.61,201.66,696,-9.99,12650282989.0
002277,友阿股份,机器人概念,1334.61,99.8,7.63,29.3,1334.61,637,1.73,9034239744.0
002527,新时达,机器人概念,1762.92,99.8,27.09,46.52,1762.92,404,-2.39,10542674527.0
600843,上工申贝,机器人概念,167.8,99.8,19.43,47.44,167.8,613,1.86,5455723572.0
300626,华瑞股份,机器人概念,501.83,99.8,23.9,60.29,501.83,528,-11.65,6552000000.0
300632,光莆股份,机器人概念,216.45,99.8,18.11,39.75,230.54,826,-0.34,8145297438.0
600869,远东股份,机器人概念,556.0,99.8,16.95,50.4,556.0,464,3.1,62807682712.0
002859,洁美科技,机器人概念,148.08,99.8,23.16,46.09,174.06,838,4.84,36304964760.0
300679,电连技术,机器人概念,104.35,99.8,15.23,38.29,105.55,809,2.34,24932685800.0
002896,中大力德,机器人概念,331.9,99.9,20.35,51.04,331.9,802,-7.08,17384395388.0
688017,绿的谐波,机器人概念,574.11,99.9,46.57,163.91,574.11,1056,-2.56,76501827861.0
688655,迅捷兴,机器人概念,475.45,99.9,23.98,40.0,475.45,695,0.26,6701513600.0
601137,博威合金,机器人概念,149.51,99.9,7.98,19.35,149.51,722,-1.19,21273443744.0
002903,宇环数控,机器人概念,1637.01,99.9,22.9,70.84,1637.01,731,-3.78,7261385320.0
920593,鼎智科技,机器人概念,272.23,99.9,17.29,111.53,272.23,1152,-2.96,6430310474.0
688777,中控技术,机器人概念,206.75,99.9,24.1,57.6,206.75,1012,1.25,82908750534.0
688646,ST逸飞,机器人概念,1506.19,99.9,20.63,34.5,1506.19,825,4.42,6026406912.0
688507,索辰科技,机器人概念,1520.52,99.9,66.53,159.46,1520.52,1147,-0.54,19951456738.0
600487,亨通光电,机器人概念,72.93,99.9,10.67,21.28,72.93,731,9.23,257195384560.0
002815,崇达技术,机器人概念,88.02,99.9,14.26,27.41,88.02,706,3.95,22066625673.0
688383,新益昌,机器人概念,344.81,99.9,27.17,70.46,344.81,786,1.11,14175620890.0
603203,快克智能,机器人概念,123.64,99.9,16.77,27.11,123.64,700,-1.58,18144755422.0
